EQUINOR  N-1 DC Monitored Facility Loadings[TARA Ver 2302.2.0.0 64-bit - Thu Jul 17 13:46:52 2025]

 Loadflow Case: C:\Users\DFARR\Downloads\ISONE_Automation\2027-28-fca-qualification-study-files\2027-28_EPE_pp10DEL_C0_v2 (3).raw
 Study Data File: C:\Users\DFARR\Downloads\ISONE_Automation\2027-28-fca-qualification-study-files\2027-28_FCA_Qual_OverlappingImpact_Sub.sub
 Contingency File: C:\Users\DFARR\Downloads\ISONE_Automation\2027-28-fca-qualification-study-files\2027-28_FCA_Qual_OverlappingImpact_CTGs.con (total 5674 contingencies)
 Monitor File: C:\Users\DFARR\Downloads\ISONE_Automation\2027-28-fca-qualification-study-files\2027-28_FCA_Qual_OverlappingImpact_Mon.mon (0.0% loading cutoff)
 Exclude File: not provided
 Pre/Post Contingency PAR Adjustment: Adjusted/Fixed

 Monitored Facility                                   ,Fr Bus,Fr Name,To Bus,To Name,CKT,kVs,Areas,Zones Name,Rate Base (MVA),Rate Cont (MVA), Cont Name                                                      ,Cont ID,Base Flow (MW),Cont Flow (MW),Final DC %Loading,Severity Rank,Dfax FromTo Bus 113987,Dfax ToFrom Bus 113987,Dfax Harmer Positive (based on flow direction) Bus 113987,
107860 LIME KILN     115  107870 EAST AVENUE   115  1  ,107860,LIME KILN,107870,EAST AVENUE,1 ,115 ,101,VT_VELCO_P,     252.0,     297.0,GN_MCNL,   999,0.5,8.4,      2.84,2,  -0.00043,   0.00043,  -0.00043,
107860 LIME KILN     115  107870 EAST AVENUE   115  1  ,107860,LIME KILN,107870,EAST AVENUE,1 ,115 ,101,VT_VELCO_P,     252.0,     297.0,TF_MCNL_GSU,  5593,0.5,8.4,      2.83,3,  -0.00043,   0.00043,  -0.00043,
114741 BEAVER POND   115  114776 UNION STREET  115  1  ,114741,BEAVER POND,114776,UNION STREET,1 ,115 ,101,MA_NG_SEMA_T,     379.0,     379.0,Base Case ,     0,-10.7,    -    ,      2.83,0,  -0.01145,   0.01145,   0.01145,
121110 ES_1483_UI    115  123800 POOTATUCK     115  1  ,121110,ES_1483_UI,123800,POOTATUCK,1 ,115 ,101,BORDER-BUS/CT_UI-SWCT_P,     428.0,     528.0,Base Case ,     0,12.0,    -    ,      2.81,0,   0.00018,  -0.00018,   0.00018,
116220 MIDWAY        115  116224 GUNN          115  1  ,116220,MIDWAY,116224,GUNN,1 ,115 ,101,MA_SPRGFLD_P,     219.0,     219.0,Base Case ,     0,-6.1,    -    ,      2.80,0,  -0.00121,   0.00121,   0.00121,
107450 ESSEX         115  107870 EAST AVENUE   115  1  ,107450,ESSEX,107870,EAST AVENUE,1 ,115 ,101,VT_VELCO_P,     252.0,     297.0,BF_TAFT_4066,  4728,3.1,8.3,      2.80,5,   0.00150,  -0.00150,   0.00150,
111139 CARVER        115  111327 QP726_POI     115  1  ,111139,CARVER,111327,QP726_POI,1 ,115 ,101,MA_PLYMOTH_P,     418.0,     463.0,Base Case ,     0,11.6,    -    ,      2.78,0,   0.00131,  -0.00131,   0.00131,
111138 SEMASS TAP    115  111327 QP726_POI     115  1  ,111138,SEMASS TAP,111327,QP726_POI,1 ,115 ,101,MA_PLYMOTH_P,     418.0,     463.0,Base Case ,     0,-11.6,    -    ,      2.78,0,  -0.00131,   0.00131,   0.00131,
110862 K STREET 2    345  111812 K STREET 3    345  1  ,110862,K STREET 2,111812,K STREET 3,1 ,345 ,101,MA_BOSTON_P,    9999.0,    9999.0,BF_SEBRK_169,   593,-219.9,-277.6,      2.78,7,   0.03838,  -0.03838,  -0.03838,
110790 K STREET 1    345  111812 K STREET 3    345  1  ,110790,K STREET 1,111812,K STREET 3,1 ,345 ,101,MA_BOSTON_P,    9999.0,    9999.0,BF_SEBRK_169,   593,219.9,277.6,      2.78,7,  -0.03838,   0.03838,  -0.03838,
108030 FULFLEX      69.0  108035 BRUDIES RD_T 69.0  1  ,108030,FULFLEX,108035,BRUDIES RD_T,1 ,69 ,101,VT_VELCO_N,      23.0,      23.0,Base Case ,     0,-0.6,    -    ,      2.77,0,   0.00000,  -0.00000,  -0.00000,
110790 K STREET 1    345  111812 K STREET 3    345  1  ,110790,K STREET 1,111812,K STREET 3,1 ,345 ,101,MA_BOSTON_P,    9999.0,    9999.0,GN_SBRK,    37,219.9,274.8,      2.75,8,  -0.03832,   0.03832,  -0.03832,
110862 K STREET 2    345  111812 K STREET 3    345  1  ,110862,K STREET 2,111812,K STREET 3,1 ,345 ,101,MA_BOSTON_P,    9999.0,    9999.0,GN_SBRK,    37,-219.9,-274.8,      2.75,8,   0.03832,  -0.03832,  -0.03832,
108067 PUTNAM_RD    69.0  108070 CVPS_Y25_NGR 69.0  1  ,108067,PUTNAM_RD,108070,CVPS_Y25_NGR,1 ,69 ,101,VT_VELCO_P,      75.0,      82.0,Base Case ,     0,-2.1,    -    ,      2.74,0,   0.00066,  -0.00066,  -0.00066,
111193 CANAL         345  111303 CANAL 3 GSU   345  1  ,111193,CANAL,111303,CANAL 3 GSU,1 ,345 ,101,MA_CAPECOD_P/MA_CAPECOD_G,    1970.0,    2108.0,Base Case ,     0,-54.1,    -    ,      2.74,0,   0.00000,  -0.00000,  -0.00000,
108065 BENNINGTON   69.0  108067 PUTNAM_RD    69.0  1  ,108065,BENNINGTON,108067,PUTNAM_RD,1 ,69 ,101,VT_VELCO_P,      75.0,      82.0,Base Case ,     0,-2.1,    -    ,      2.74,0,   0.00066,  -0.00066,  -0.00066,
110782 JORDAN ROAD   345  110783 PILGRIM       345  1  ,110782,JORDAN ROAD,110783,PILGRIM,1 ,345 ,101,MA_PLYMOTH_P/MA_SOUTHRN_P,    1315.0,    1410.0,Base Case ,     0,35.9,    -    ,      2.73,0,   0.00616,  -0.00616,   0.00616,
110790 K STREET 1    345  111812 K STREET 3    345  1  ,110790,K STREET 1,111812,K STREET 3,1 ,345 ,101,MA_BOSTON_P,    9999.0,    9999.0,TF_SBRK_GSU,   284,219.9,272.5,      2.73,9,  -0.03832,   0.03832,  -0.03832,
110862 K STREET 2    345  111812 K STREET 3    345  1  ,110862,K STREET 2,111812,K STREET 3,1 ,345 ,101,MA_BOSTON_P,    9999.0,    9999.0,TF_SBRK_GSU,   284,-219.9,-272.5,      2.73,9,   0.03832,  -0.03832,  -0.03832,
110828 ANDRWS SQ 24  115  110840 DEWAR ST A    115  1  ,110828,ANDRWS SQ 24,110840,DEWAR ST A,1 ,115 ,101,MA_BOSTON_P,     327.0,     367.0,Base Case ,     0,8.9,    -    ,      2.72,0,  -0.00005,   0.00005,  -0.00005,
114733 BELLINGHM 03  345  114735 BELLINGHM 20  345  1  ,114733,BELLINGHM 03,114735,BELLINGHM 20,1 ,345 ,101,MA_NG_SEMA_T,    9999.0,    9999.0,BF_BERY_327,   426,39.1,271.8,      2.72,1,  -0.00000,   0.00000,  -0.00000,
113279 CARPENTER HL  115  113306 MILLENIUM     115  1  ,113279,CARPENTER HL,113306,MILLENIUM,1 ,115 ,101,MA_NG_CENT_T,     419.0,     482.0,BF_CHL_175,  3508,-317.9,13.1,      2.71,4,   0.00428,  -0.00428,   0.00428,
113279 CARPENTER HL  115  113306 MILLENIUM     115  1  ,113279,CARPENTER HL,113306,MILLENIUM,1 ,115 ,101,MA_NG_CENT_T,     419.0,     482.0,BF_CHL_173,  3506,-317.9,13.1,      2.71,5,   0.00428,  -0.00428,   0.00428,
113279 CARPENTER HL  115  113306 MILLENIUM     115  1  ,113279,CARPENTER HL,113306,MILLENIUM,1 ,115 ,101,MA_NG_CENT_T,     419.0,     482.0,BF_CHL_1T,  3509,-317.9,13.1,      2.71,9,   0.00428,  -0.00428,   0.00428,
113279 CARPENTER HL  115  113306 MILLENIUM     115  1  ,113279,CARPENTER HL,113306,MILLENIUM,1 ,115 ,101,MA_NG_CENT_T,     419.0,     482.0,GN_MILLEN_CC,  1006,-317.9,13.1,      2.71,10,   0.00428,  -0.00428,   0.00428,
113279 CARPENTER HL  115  113306 MILLENIUM     115  1  ,113279,CARPENTER HL,113306,MILLENIUM,1 ,115 ,101,MA_NG_CENT_T,     419.0,     482.0,BF_CHL_2175,  3510,-317.9,13.1,      2.71,6,   0.00428,  -0.00428,   0.00428,
113279 CARPENTER HL  115  113306 MILLENIUM     115  1  ,113279,CARPENTER HL,113306,MILLENIUM,1 ,115 ,101,MA_NG_CENT_T,     419.0,     482.0,BF_CHL_174,  3507,-317.9,13.1,      2.71,7,   0.00428,  -0.00428,   0.00428,
113279 CARPENTER HL  115  113306 MILLENIUM     115  1  ,113279,CARPENTER HL,113306,MILLENIUM,1 ,115 ,101,MA_NG_CENT_T,     419.0,     482.0,BF_CHL_73-74,  3512,-317.9,13.1,      2.71,8,   0.00428,  -0.00428,   0.00428,
110790 K STREET 1    345  111812 K STREET 3    345  1  ,110790,K STREET 1,111812,K STREET 3,1 ,345 ,101,MA_BOSTON_P,    9999.0,    9999.0,BF_TWKS_7-39,   625,219.9,271.1,      2.71,10,  -0.05023,   0.05023,  -0.05023,
110862 K STREET 2    345  111812 K STREET 3    345  1  ,110862,K STREET 2,111812,K STREET 3,1 ,345 ,101,MA_BOSTON_P,    9999.0,    9999.0,BF_TWKS_7-39,   625,-219.9,-271.1,      2.71,10,   0.05023,  -0.05023,  -0.05023,
100091 MASON         345  100192 MASON 5       115  1  ,100091,MASON,100192,MASON 5,1 ,345/115 ,101,ME_CMP_P,     497.0,     497.0,Base Case ,     0,13.5,    -    ,      2.71,0,  -0.00003,   0.00003,  -0.00003,
103020 DEBLOIS       115  103021 EPPING TAP    115  1  ,103020,DEBLOIS,103021,EPPING TAP,1 ,115 ,101,ME_WASHCTY_N,     229.0,     229.0,BF_TUNK_5859,  4763,8.5,-6.2,      2.71,6,   0.00000,  -0.00000,  -0.00000,
103020 DEBLOIS       115  103021 EPPING TAP    115  1  ,103020,DEBLOIS,103021,EPPING TAP,1 ,115 ,101,ME_WASHCTY_N,     229.0,     229.0,NF_59BHE-2,  2769,8.5,-6.2,      2.71,10,  -0.00000,   0.00000,   0.00000,
103020 DEBLOIS       115  103021 EPPING TAP    115  1  ,103020,DEBLOIS,103021,EPPING TAP,1 ,115 ,101,ME_WASHCTY_N,     229.0,     229.0,LN_59_69BHE,  1601,8.5,-6.2,      2.71,9,  -0.00000,   0.00000,   0.00000,
103020 DEBLOIS       115  103021 EPPING TAP    115  1  ,103020,DEBLOIS,103021,EPPING TAP,1 ,115 ,101,ME_WASHCTY_N,     229.0,     229.0,BF_EPP_5992,  3680,8.5,-6.2,      2.71,8,  -0.00000,   0.00000,   0.00000,
103020 DEBLOIS       115  103021 EPPING TAP    115  1  ,103020,DEBLOIS,103021,EPPING TAP,1 ,115 ,101,ME_WASHCTY_N,     229.0,     229.0,BF_FR_TUNK_B,  3782,8.5,-6.2,      2.71,7,   0.00000,  -0.00000,  -0.00000,
109515 SEARS HYD_TP 69.0  109574 SEARSBURG_N  69.0  1  ,109515,SEARS HYD_TP,109574,SEARSBURG_N,1 ,69 ,101,MA_NG_WEST_T,      76.0,      76.0,Base Case ,     0,-2.1,    -    ,      2.71,0,   0.00066,  -0.00066,  -0.00066,
107534 IBM 86S       115  107536 IBM WILSTN_S  115  1  ,107534,IBM 86S,107536,IBM WILSTN_S,1 ,115 ,101,VT_IBM_D,     106.0,     106.0,Base Case ,     0,2.9,    -    ,      2.71,0,   0.00006,  -0.00006,   0.00006,
107760 FLORENCE      115  107770 MIDDLEBURY    115  1  ,107760,FLORENCE,107770,MIDDLEBURY,1 ,115 ,101,VT_VELCO_P,     174.0,     205.0,Base Case ,     0,4.7,    -    ,      2.69,0,  -0.00266,   0.00266,  -0.00266,
120776 GLEN LAKE_J   115  120794 ES_1610-3_UI  115  1  ,120776,GLEN LAKE_J,120794,ES_1610-3_UI,1 ,115 ,101,CT_SOUTHWT_P/BORDER-BUS,     337.0,     436.0,Base Case ,     0,9.1,    -    ,      2.69,0,   0.00002,  -0.00002,   0.00002,
109572 WILDER        115  109600 NGR_K26_VEL   115  1  ,109572,WILDER,109600,NGR_K26_VEL,1 ,115 ,101,NH_NG_GEC_T/BORDER-BUS,     302.0,     302.0,Base Case ,     0,8.1,    -    ,      2.67,0,  -0.01004,   0.01004,  -0.01004,
123216 WEST RVR_87   115  123775 UNION AVENUE  115  1  ,123216,WEST RVR_87,123775,UNION AVENUE,1 ,115 ,101,CT_UI-SWCT_P,     229.0,     279.0,Base Case ,     0,6.1,    -    ,      2.67,0,  -0.00018,   0.00018,  -0.00018,
107000 VT YANKEE     345  107040 VERNON VT     345  1  ,107000,VT YANKEE,107040,VERNON VT,1 ,345 ,101,VT_VELCO_P,    1224.0,    1430.0,BF_FITZ_634S,  3734,-26.3,-38.2,      2.67,6,   0.00295,  -0.00295,  -0.00295,
111136 KINGSTON      115  115006 NGR_191_NST   115  1  ,111136,KINGSTON,115006,NGR_191_NST,1 ,115 ,101,MA_PLYMOTH_P/BORDER-BUS,     448.0,     560.0,LN_147,  1296,-3.9,-14.9,      2.67,4,  -0.00037,   0.00037,   0.00037,
111136 KINGSTON      115  115006 NGR_191_NST   115  1  ,111136,KINGSTON,115006,NGR_191_NST,1 ,115 ,101,MA_PLYMOTH_P/BORDER-BUS,     448.0,     560.0,GN_CAN2,    15,-3.9,-14.9,      2.66,5,  -0.00048,   0.00048,   0.00048,
107000 VT YANKEE     345  107040 VERNON VT     345  2  ,107000,VT YANKEE,107040,VERNON VT,2 ,345 ,101,VT_VELCO_P,    1224.0,    1430.0,GN_SBRK,    37,-30.3,-38.1,      2.66,9,   0.00275,  -0.00275,  -0.00275,
111136 KINGSTON      115  115006 NGR_191_NST   115  1  ,111136,KINGSTON,115006,NGR_191_NST,1 ,115 ,101,MA_PLYMOTH_P/BORDER-BUS,     448.0,     560.0,TF_CAN2_GSU,   192,-3.9,-14.9,      2.66,6,  -0.00048,   0.00048,   0.00048,
100101 RUMFORD       115  100700 ROXBURY       115  1  ,100101,RUMFORD,100700,ROXBURY,1 ,115 ,101,ME_CMP_P,     283.0,     303.0,TF_RCHW_GSU2,  5632,-14.8,-8.1,      2.66,2,   0.00000,  -0.00000,  -0.00000,
100101 RUMFORD       115  100700 ROXBURY       115  1  ,100101,RUMFORD,100700,ROXBURY,1 ,115 ,101,ME_CMP_P,     283.0,     303.0,TF_RCHW_GSU1,  5631,-14.8,-8.1,      2.66,1,   0.00000,  -0.00000,  -0.00000,
100101 RUMFORD       115  100700 ROXBURY       115  1  ,100101,RUMFORD,100700,ROXBURY,1 ,115 ,101,ME_CMP_P,     283.0,     303.0,GN_RCHW_1,  1044,-14.8,-8.0,      2.65,3,   0.00000,  -0.00000,  -0.00000,
100101 RUMFORD       115  100700 ROXBURY       115  1  ,100101,RUMFORD,100700,ROXBURY,1 ,115 ,101,ME_CMP_P,     283.0,     303.0,GN_RCHW_2,  1045,-14.8,-8.0,      2.65,4,   0.00000,  -0.00000,  -0.00000,
100101 RUMFORD       115  100700 ROXBURY       115  1  ,100101,RUMFORD,100700,ROXBURY,1 ,115 ,101,ME_CMP_P,     283.0,     303.0,GN_AZIS,   867,-14.8,-8.0,      2.65,5,   0.00000,  -0.00000,  -0.00000,
111270 CRYSTAL_114T  115  111277 IND PRK 114T  115  1  ,111270,CRYSTAL_114T,111277,IND PRK 114T,1 ,115 ,101,MA_NEWBDFD_P,     428.0,     463.0,Base Case ,     0,11.3,    -    ,      2.64,0,   0.00251,  -0.00251,   0.00251,
107000 VT YANKEE     345  107040 VERNON VT     345  2  ,107000,VT YANKEE,107040,VERNON VT,2 ,345 ,101,VT_VELCO_P,    1224.0,    1430.0,TF_SBRK_GSU,   284,-30.3,-37.7,      2.64,10,   0.00275,  -0.00275,  -0.00275,
113040 ADAMS        69.0  113063 ADAMS T3     99.0  1  ,113040,ADAMS,113063,ADAMS T3,1 ,69/99 ,101,MA_NG_WEST_T,      60.0,      66.0,Base Case ,     0,1.6,    -    ,      2.63,0,   0.00087,  -0.00087,   0.00087,
113005 ADAMS         115  113063 ADAMS T3     99.0  1  ,113005,ADAMS,113063,ADAMS T3,1 ,115/99 ,101,MA_NG_WEST_T,      60.0,      66.0,Base Case ,     0,-1.6,    -    ,      2.63,0,  -0.00087,   0.00087,   0.00087,
104803 HUSE ROAD     115  104814 BEDFORD       115  1  ,104803,HUSE ROAD,104814,BEDFORD,1 ,115 ,101,NH_SOUTHRN_P,     293.0,     318.0,Base Case ,     0,7.7,    -    ,      2.62,0,  -0.00485,   0.00485,  -0.00485,
111105 E CAMBRIDGE   115  111113 PUTNAM 40     115  2  ,111105,E CAMBRIDGE,111113,PUTNAM 40,2 ,115 ,101,MA_CAMBRDG_P,     279.0,     279.0,Base Case ,     0,7.3,    -    ,      2.62,0,  -0.00000,   0.00000,  -0.00000,
114736 V148_TAP      115  117003 ROBINSON AVE  115  1  ,114736,V148_TAP,117003,ROBINSON AVE,1 ,115 ,101,MA_NG_SEMA_T/RI_EUA_BVE_T,     345.0,     410.0,Base Case ,     0,9.0,    -    ,      2.61,0,  -0.00224,   0.00224,  -0.00224,
114733 BELLINGHM 03  345  114735 BELLINGHM 20  345  1  ,114733,BELLINGHM 03,114735,BELLINGHM 20,1 ,345 ,101,MA_NG_SEMA_T,    9999.0,    9999.0,NF_336-2,   386,39.1,259.1,      2.59,2,  -0.03467,   0.03467,  -0.03467,
104220 BERLIN NH     115  104231 W179_T        115  1  ,104220,BERLIN NH,104231,W179_T,1 ,115 ,101,NH_NORTHRN_P,     125.0,     135.0,LN_D142,  1710,-7.6,3.5,      2.59,5,   0.00000,  -0.00000,   0.00000,
113286 MILLBURY      115  113419 TWR510-Z126   115  1  ,113286,MILLBURY,113419,TWR510-Z126,1 ,115 ,101,MA_NG_CENT_T,     262.0,     324.0,Base Case ,     0,6.8,    -    ,      2.59,0,   0.01041,  -0.01041,   0.01041,
121020 BUNKER HL 72  115  121021 BUNKER HL 85  115  1  ,121020,BUNKER HL 72,121021,BUNKER HL 85,1 ,115 ,101,CT_SOUTHWT_P,    9999.0,    9999.0,DC_1029_1340_NPCC_NERC,  5009,-107.3,-258.4,      2.58,1,  -0.00025,   0.00025,   0.00025,
121020 BUNKER HL 72  115  121021 BUNKER HL 85  115  1  ,121020,BUNKER HL 72,121021,BUNKER HL 85,1 ,115 ,101,CT_SOUTHWT_P,    9999.0,    9999.0,BF_BLDWN_2T2,  3355,-107.3,-258.4,      2.58,2,  -0.00025,   0.00025,   0.00025,
120461 SOUTHINGTN-2  115  120465 SOTHNGTN10_X  115  2  ,120461,SOUTHINGTN-2,120465,SOTHNGTN10_X,2 ,115 ,101,CT_HARTFRD_P,     434.0,     434.0,Base Case ,     0,11.2,    -    ,      2.58,0,   0.00029,  -0.00029,   0.00029,
117035 PAWTUCKET_X3  115  117043 DUNNELLPK_X3  115  1  ,117035,PAWTUCKET_X3,117043,DUNNELLPK_X3,1 ,115 ,101,RI_EUA_BVE_T,     160.0,     172.0,Base Case ,     0,-4.1,    -    ,      2.57,0,  -0.00131,   0.00131,   0.00131,
100182 RUMFORD IP    115  100186 RUMFORD PWR   115  1  ,100182,RUMFORD IP,100186,RUMFORD PWR,1 ,115 ,101,ME_CMP_P,    9999.0,    9999.0,Base Case ,     0,-256.5,    -    ,      2.57,0,   0.00000,  -0.00000,  -0.00000,
104210 PARIS         115  104231 W179_T        115  1  ,104210,PARIS,104231,W179_T,1 ,115 ,101,NH_NORTHRN_P,     125.0,     135.0,LN_D142,  1710,7.6,-3.5,      2.56,5,   0.00000,  -0.00000,  -0.00000,
119672 MYSTIC_1280   115  119673 MYSTIC_1465   115  1  ,119672,MYSTIC_1280,119673,MYSTIC_1465,1 ,115 ,101,CT_EASTERN_P,    9999.0,    9999.0,DC_G185S_L190_NPCC_NERC_,  5148,98.9,256.0,      2.56,1,  -0.00000,   0.00000,  -0.00000,
123314 CONGRESS B    115  123315 PEQUONNOCK    115  1  ,123314,CONGRESS B,123315,PEQUONNOCK,1 ,115 ,101,CT_UI-SWCT_P,     340.0,     439.0,Base Case ,     0,-8.7,    -    ,      2.55,0,   0.00019,  -0.00019,  -0.00019,
103011 COLUMBIA_T    115  103013 TUNK          115  1  ,103011,COLUMBIA_T,103013,TUNK,1 ,115 ,101,ME_WASHCTY_N/ME_HANCOCK_P,     229.0,     229.0,Base Case ,     0,5.8,    -    ,      2.55,0,  -0.00000,   0.00000,  -0.00000,
110783 PILGRIM       345  111133 CARVER        345  1  ,110783,PILGRIM,111133,CARVER,1 ,345 ,101,MA_SOUTHRN_P/MA_PLYMOTH_P,    1313.0,    1405.0,Base Case ,     0,33.4,    -    ,      2.55,0,   0.00616,  -0.00616,   0.00616,
117425 POINT ST T1   115  117449 SOUTH ST T3   115  1  ,117425,POINT ST T1,117449,SOUTH ST T3,1 ,115 ,101,RI_PROVIDC_T,     151.0,     207.0,Base Case ,     0,-3.8,    -    ,      2.54,0,  -0.00000,   0.00000,   0.00000,
107000 VT YANKEE     345  107040 VERNON VT     345  1  ,107000,VT YANKEE,107040,VERNON VT,1 ,345 ,101,VT_VELCO_P,    1224.0,    1430.0,BF_FITZ_3791,   472,-26.3,-36.3,      2.54,7,   0.00474,  -0.00474,  -0.00474,
107000 VT YANKEE     345  107040 VERNON VT     345  1  ,107000,VT YANKEE,107040,VERNON VT,1 ,345 ,101,VT_VELCO_P,    1224.0,    1430.0,BF_FITZ_671,   473,-26.3,-36.3,      2.54,8,   0.00474,  -0.00474,  -0.00474,
103011 COLUMBIA_T    115  103013 TUNK          115  1  ,103011,COLUMBIA_T,103013,TUNK,1 ,115 ,101,ME_WASHCTY_N/ME_HANCOCK_P,     229.0,     229.0,BF_FR_REBELB,  3779,5.8,-5.8,      2.53,7,   0.00000,  -0.00000,  -0.00000,
103011 COLUMBIA_T    115  103013 TUNK          115  1  ,103011,COLUMBIA_T,103013,TUNK,1 ,115 ,101,ME_WASHCTY_N/ME_HANCOCK_P,     229.0,     229.0,LN_51BHE,  1594,5.8,-5.8,      2.53,8,   0.00000,  -0.00000,  -0.00000,
103011 COLUMBIA_T    115  103013 TUNK          115  1  ,103011,COLUMBIA_T,103013,TUNK,1 ,115 ,101,ME_WASHCTY_N/ME_HANCOCK_P,     229.0,     229.0,BF_BULH_5153,  3448,5.8,-5.8,      2.53,9,   0.00000,  -0.00000,  -0.00000,
107000 VT YANKEE     345  107040 VERNON VT     345  1  ,107000,VT YANKEE,107040,VERNON VT,1 ,345 ,101,VT_VELCO_P,    1224.0,    1430.0,TF_FITZ_TB34,   211,-26.3,-36.2,      2.53,9,   0.00203,  -0.00203,  -0.00203,
111136 KINGSTON      115  115006 NGR_191_NST   115  1  ,111136,KINGSTON,115006,NGR_191_NST,1 ,115 ,101,MA_PLYMOTH_P/BORDER-BUS,     448.0,     560.0,BF_CARVR_452,  3487,-3.9,-14.1,      2.53,7,  -0.00032,   0.00032,   0.00032,
103011 COLUMBIA_T    115  103013 TUNK          115  1  ,103011,COLUMBIA_T,103013,TUNK,1 ,115 ,101,ME_WASHCTY_N/ME_HANCOCK_P,     229.0,     229.0,NF_93BHE,  2782,5.8,-5.8,      2.53,10,   0.00000,  -0.00000,  -0.00000,
100108 DETROIT       115  100157 GUILFORD      115  1  ,100108,DETROIT,100157,GUILFORD,1 ,115 ,101,ME_CMP_P,     226.0,     226.0,Base Case ,     0,-5.7,    -    ,      2.51,0,   0.00000,  -0.00000,  -0.00000,
107860 LIME KILN     115  107870 EAST AVENUE   115  1  ,107860,LIME KILN,107870,EAST AVENUE,1 ,115 ,101,VT_VELCO_P,     252.0,     297.0,TF_EAS_AV_T3,  2011,0.5,7.5,      2.51,4,  -0.00045,   0.00045,  -0.00045,
110790 K STREET 1    345  111811 K STREET 5    345  1  ,110790,K STREET 1,111811,K STREET 5,1 ,345 ,101,MA_BOSTON_P,    9999.0,    9999.0,Base Case ,     0,251.0,    -    ,      2.51,0,  -0.04414,   0.04414,  -0.04414,
110862 K STREET 2    345  111810 K STREET 4    345  1  ,110862,K STREET 2,111810,K STREET 4,1 ,345 ,101,MA_BOSTON_P,    9999.0,    9999.0,Base Case ,     0,250.0,    -    ,      2.50,0,  -0.04392,   0.04392,  -0.04392,
103018 REBEL HILL    115  103091 BULL HILL     115  1  ,103018,REBEL HILL,103091,BULL HILL,1 ,115 ,101,ME_BANGOR_P/ME_WASHCTY_N,     233.0,     233.0,NF_59BHE-1,  2768,11.6,5.8,      2.49,7,   0.00000,  -0.00000,   0.00000,
111136 KINGSTON      115  115006 NGR_191_NST   115  1  ,111136,KINGSTON,115006,NGR_191_NST,1 ,115 ,101,MA_PLYMOTH_P/BORDER-BUS,     448.0,     560.0,BF_CARVR_262,   456,-3.9,-13.9,      2.49,8,  -0.00016,   0.00016,   0.00016,
107485 ESSEX_TAP     115  107850 TAFTS CORNER  115  1  ,107485,ESSEX_TAP,107850,TAFTS CORNER,1 ,115 ,101,VT_VELCO_P,     252.0,     294.0,Base Case ,     0,6.3,    -    ,      2.48,0,   0.01707,  -0.01707,   0.01707,
103020 DEBLOIS       115  103091 BULL HILL     115  1  ,103020,DEBLOIS,103091,BULL HILL,1 ,115 ,101,ME_WASHCTY_N,     233.0,     233.0,NF_59BHE-1,  2768,-11.6,-5.8,      2.48,7,   0.00000,  -0.00000,  -0.00000,
107000 VT YANKEE     345  107040 VERNON VT     345  2  ,107000,VT YANKEE,107040,VERNON VT,2 ,345 ,101,VT_VELCO_P,    1224.0,    1430.0,Base Case ,     0,-30.3,    -    ,      2.47,0,   0.00275,  -0.00275,  -0.00275,
115006 NGR_191_NST   115  115452 AUBURN ST     115  1  ,115006,NGR_191_NST,115452,AUBURN ST,1 ,115 ,101,BORDER-BUS/MA_NG_BROC_T,     602.0,     703.0,BF_CANAL_412,   448,-4.0,-17.4,      2.47,1,  -0.00112,   0.00112,   0.00112,
115035 NGR_194_NST   115  115452 AUBURN ST     115  1  ,115035,NGR_194_NST,115452,AUBURN ST,1 ,115 ,101,BORDER-BUS/MA_NG_BROC_T,     602.0,     703.0,BF_CANAL_412,   448,-1.4,-17.4,      2.47,4,  -0.00134,   0.00134,   0.00134,
121304 RIDGEFLD70_J  115  121319 WILTON        115  1  ,121304,RIDGEFLD70_J,121319,WILTON,1 ,115 ,101,CT_NOR-STN_P,     255.0,     331.0,Base Case ,     0,6.3,    -    ,      2.47,0,  -0.00023,   0.00023,  -0.00023,
111275 CROSS RD 111  115  111290 FISHER 111    115  1  ,111275,CROSS RD 111,111290,FISHER 111,1 ,115 ,101,MA_NEWBDFD_P,     283.0,     352.0,Base Case ,     0,6.9,    -    ,      2.45,0,   0.00000,  -0.00000,   0.00000,
115035 NGR_194_NST   115  115452 AUBURN ST     115  1  ,115035,NGR_194_NST,115452,AUBURN ST,1 ,115 ,101,BORDER-BUS/MA_NG_BROC_T,     602.0,     703.0,DC_3161-502W_NPCC_NERC,   674,-1.4,17.2,      2.44,5,  -0.00241,   0.00241,  -0.00241,
115035 NGR_194_NST   115  115452 AUBURN ST     115  1  ,115035,NGR_194_NST,115452,AUBURN ST,1 ,115 ,101,BORDER-BUS/MA_NG_BROC_T,     602.0,     703.0,LN_3161,    68,-1.4,17.1,      2.44,6,  -0.00228,   0.00228,  -0.00228,
104242 LOST NATION   115  104253 WHITEFIELD    115  1  ,104242,LOST NATION,104253,WHITEFIELD,1 ,115 ,101,NH_NORTHRN_P,     136.0,     144.0,BO_W179-1,  2552,-11.1,-3.5,      2.43,5,   0.00000,  -0.00000,  -0.00000,
104242 LOST NATION   115  104253 WHITEFIELD    115  1  ,104242,LOST NATION,104253,WHITEFIELD,1 ,115 ,101,NH_NORTHRN_P,     136.0,     144.0,BS_BERLN_NH,  3031,-11.1,-3.5,      2.43,7,   0.00000,  -0.00000,  -0.00000,
