EQUINOR  N-1 DC Monitored Facility Loadings[TARA Ver 2302.2.0.0 64-bit - Thu Jul 17 13:46:52 2025]

 Loadflow Case: C:\Users\DFARR\Downloads\ISONE_Automation\2027-28-fca-qualification-study-files\2027-28_EPE_pp10DEL_C0_v2 (3).raw
 Study Data File: C:\Users\DFARR\Downloads\ISONE_Automation\2027-28-fca-qualification-study-files\2027-28_FCA_Qual_OverlappingImpact_Sub.sub
 Contingency File: C:\Users\DFARR\Downloads\ISONE_Automation\2027-28-fca-qualification-study-files\2027-28_FCA_Qual_OverlappingImpact_CTGs.con (total 5674 contingencies)
 Monitor File: C:\Users\DFARR\Downloads\ISONE_Automation\2027-28-fca-qualification-study-files\2027-28_FCA_Qual_OverlappingImpact_Mon.mon (0.0% loading cutoff)
 Exclude File: not provided
 Pre/Post Contingency PAR Adjustment: Adjusted/Fixed

 Monitored Facility                                   ,Fr Bus,Fr Name,To Bus,To Name,CKT,kVs,Areas,Zones Name,Rate Base (MVA),Rate Cont (MVA), Cont Name                                                      ,Cont ID,Base Flow (MW),Cont Flow (MW),Final DC %Loading,Severity Rank,Dfax FromTo Bus 113987,Dfax ToFrom Bus 113987,Dfax Harmer Positive (based on flow direction) Bus 113987,
117327 DRUMROCK      115  117463 NEW LONDN AV  115  1  ,117327,DRUMROCK,117463,NEW LONDN AV,1 ,115 ,101,RI_PROVIDC_T,     359.0,     446.0,BF_RIDGWD_1H,  4513,-108.3,-199.0,     44.62,3,   0.00127,  -0.00127,  -0.00127,
117327 DRUMROCK      115  117463 NEW LONDN AV  115  1  ,117327,DRUMROCK,117463,NEW LONDN AV,1 ,115 ,101,RI_PROVIDC_T,     359.0,     446.0,LN_S171,  1894,-108.3,-199.0,     44.62,2,   0.00127,  -0.00127,  -0.00127,
123225 WOODMONT A    115  123231 MILVON A      115  1  ,123225,WOODMONT A,123231,MILVON A,1 ,115 ,101,CT_UI-SWCT_P,     301.0,     388.0,BF_SCOVRK_5T,   591,-49.4,-173.1,     44.61,1,   0.00009,  -0.00009,  -0.00009,
104129 ES_363_SBK    345  104143 SCOBIE POND   345  1  ,104129,ES_363_SBK,104143,SCOBIE POND,1 ,345 ,101,BORDER-BUS/NH_SOUTHRN_P,    1888.0,    2171.0,BF_DRFLD_785,   467,589.7,968.2,     44.60,5,   0.02918,  -0.02918,   0.02918,
113052 LASHAWAY_F6  69.0  113053 LASHAWAY     69.0  1  ,113052,LASHAWAY_F6,113053,LASHAWAY,1 ,69 ,101,MA_NG_WEST_T,      30.0,      30.0,Base Case ,     0,13.4,    -    ,     44.59,0,   0.00486,  -0.00486,   0.00486,
104502 PINE HILL     115  104836 GREGGS        115  1  ,104502,PINE HILL,104836,GREGGS,1 ,115 ,101,NH_SOUTHRN_P,     222.0,     240.0,BF_SCOB_731,   585,56.6,107.0,     44.59,2,  -0.00482,   0.00482,  -0.00482,
120074 MANCHESTER    115  119077 MANCHESTER    345  1  ,120074,MANCHESTER,119077,MANCHESTER,1 ,115/345 ,101,CT_MANCHST_P,     425.0,     491.0,TF_MANCH_6X,   242,-174.6,-218.9,     44.59,2,  -0.00158,   0.00158,   0.00158,
120074 MANCHESTER    115  119077 MANCHESTER    345  1  ,120074,MANCHESTER,119077,MANCHESTER,1 ,115/345 ,101,CT_MANCHST_P,     425.0,     491.0,BF_MANCH_17T,  4107,-174.6,-218.9,     44.59,4,  -0.00158,   0.00158,   0.00158,
120074 MANCHESTER    115  119077 MANCHESTER    345  1  ,120074,MANCHESTER,119077,MANCHESTER,1 ,115/345 ,101,CT_MANCHST_P,     425.0,     491.0,BS_MANCHST_B,  3112,-174.6,-218.9,     44.59,5,  -0.00158,   0.00158,   0.00158,
120074 MANCHESTER    115  119077 MANCHESTER    345  1  ,120074,MANCHESTER,119077,MANCHESTER,1 ,115/345 ,101,CT_MANCHST_P,     425.0,     491.0,BF_MANCH_15T,  4106,-174.6,-218.9,     44.59,3,  -0.00158,   0.00158,   0.00158,
113332 FITCH ROAD   69.0  113346 PRATTS JCT   69.0  1  ,113332,FITCH ROAD,113346,PRATTS JCT,1 ,69 ,101,MA_NG_CENT_T,     140.0,     173.0,BF_WACH_3-9,  5355,-42.2,-77.1,     44.59,1,  -0.02420,   0.02420,   0.02420,
113311 PRATJ BANK1  69.0  113346 PRATTS JCT   69.0  1  ,113311,PRATJ BANK1,113346,PRATTS JCT,1 ,69 ,101,MA_NG_CENT_T,     180.0,     215.0,BF_PRAT_K137,  4443,36.7,95.9,     44.58,2,   0.03795,  -0.03795,   0.03795,
123315 PEQUONNOCK    115  123771 SINGER_55PEQ  115  1  ,123315,PEQUONNOCK,123771,SINGER_55PEQ,1 ,115 ,101,CT_UI-SWCT_P,     627.0,     677.0,DC_387_1460_NPCC_NERC,   713,-236.0,-301.8,     44.58,2,  -0.00013,   0.00013,   0.00013,
120886 ES_1714_UI    115  120929 WESTON        115  1  ,120886,ES_1714_UI,120929,WESTON,1 ,115 ,101,BORDER-BUS/CT_NOR-STN_P,     174.0,     202.0,DC_1697_1710_NPCC,  5102,57.7,90.0,     44.56,3,   0.00003,  -0.00003,   0.00003,
113956 N WOBURN40_T  115  115030 NGR_N140_NST  115  1  ,113956,N WOBURN40_T,115030,NGR_N140_NST,1 ,115 ,101,MA_MRMKVLY_T/BORDER-BUS,     325.0,     399.0,BF_WOBRN_108,   661,-119.7,-177.8,     44.56,6,  -0.08183,   0.08183,   0.08183,
113320 AYER         69.0  113355 AYER T4      99.0  1  ,113320,AYER,113355,AYER T4,1 ,69/99 ,101,MA_NG_CENT_T,      72.0,      78.0,TF_AYRT6_EPS,  1958,-17.8,-34.8,     44.56,7,  -0.01256,   0.01256,   0.01256,
113320 AYER         69.0  113355 AYER T4      99.0  1  ,113320,AYER,113355,AYER T4,1 ,69/99 ,101,MA_NG_CENT_T,      72.0,      78.0,BF_PRT37_EPS,  4449,-17.8,-34.8,     44.56,8,  -0.01256,   0.01256,   0.01256,
100182 RUMFORD IP    115  100217 SECT 243 TAP  115  1  ,100182,RUMFORD IP,100217,SECT 243 TAP,1 ,115 ,101,ME_CMP_P,     283.0,     303.0,BF_FR_KIMBLLRD,  3776,91.2,135.0,     44.56,7,   0.00000,  -0.00000,   0.00000,
120842 DEVON RR_T    115  120857 ES_1790_UI    115  1  ,120842,DEVON RR_T,120857,ES_1790_UI,1 ,115 ,101,CT_SOUTHWT_P/BORDER-BUS,     340.0,     439.0,Base Case ,     0,151.5,    -    ,     44.56,0,  -0.00012,   0.00012,  -0.00012,
123226 WOODMONT B    115  123232 MILVON B      115  1  ,123226,WOODMONT B,123232,MILVON B,1 ,115 ,101,CT_UI-SWCT_P,     301.0,     388.0,BF_SCOVRK_5T,   591,-49.2,-172.9,     44.56,1,   0.00009,  -0.00009,  -0.00009,
120857 ES_1790_UI    115  123234 DEVON TIE_90  115  1  ,120857,ES_1790_UI,123234,DEVON TIE_90,1 ,115 ,101,BORDER-BUS/CT_UI-SWCT_P,     340.0,     439.0,Base Case ,     0,151.5,    -    ,     44.56,0,  -0.00012,   0.00012,  -0.00012,
123315 PEQUONNOCK    115  123771 SINGER_55PEQ  115  1  ,123315,PEQUONNOCK,123771,SINGER_55PEQ,1 ,115 ,101,CT_UI-SWCT_P,     627.0,     677.0,NF_387-1,   395,-236.0,-301.7,     44.56,3,  -0.00011,   0.00011,   0.00011,
104143 SCOBIE POND   345  104752 SCOBIE T90    115  1  ,104143,SCOBIE POND,104752,SCOBIE T90,1 ,345/115 ,101,NH_SOUTHRN_P,     522.0,     522.0,BF_SCOB_B,   590,155.5,232.6,     44.55,2,  -0.02154,   0.02154,  -0.02154,
123315 PEQUONNOCK    115  123771 SINGER_55PEQ  115  1  ,123315,PEQUONNOCK,123771,SINGER_55PEQ,1 ,115 ,101,CT_UI-SWCT_P,     627.0,     677.0,BF_EDEVN_24T,  3645,-236.0,-301.6,     44.54,4,  -0.00002,   0.00002,   0.00002,
113307 PRATJ BANK1   115  113311 PRATJ BANK1  69.0  3  ,113307,PRATJ BANK1,113311,PRATJ BANK1,3 ,115/69 ,101,MA_NG_CENT_T,      85.0,      92.0,BF_PRAT_B2S,  5340,27.9,41.0,     44.54,10,   0.01661,  -0.01661,   0.01661,
123315 PEQUONNOCK    115  123771 SINGER_55PEQ  115  1  ,123315,PEQUONNOCK,123771,SINGER_55PEQ,1 ,115 ,101,CT_UI-SWCT_P,     627.0,     677.0,BF_ESHORE_72,  3700,-236.0,-301.5,     44.54,8,  -0.00011,   0.00011,   0.00011,
123315 PEQUONNOCK    115  123771 SINGER_55PEQ  115  1  ,123315,PEQUONNOCK,123771,SINGER_55PEQ,1 ,115 ,101,CT_UI-SWCT_P,     627.0,     677.0,BF_ESHORE_73,  3701,-236.0,-301.5,     44.54,7,  -0.00011,   0.00011,   0.00011,
123315 PEQUONNOCK    115  123771 SINGER_55PEQ  115  1  ,123315,PEQUONNOCK,123771,SINGER_55PEQ,1 ,115 ,101,CT_UI-SWCT_P,     627.0,     677.0,BF_ESHORE_43,  3694,-236.0,-301.5,     44.54,5,  -0.00011,   0.00011,   0.00011,
123315 PEQUONNOCK    115  123771 SINGER_55PEQ  115  1  ,123315,PEQUONNOCK,123771,SINGER_55PEQ,1 ,115 ,101,CT_UI-SWCT_P,     627.0,     677.0,BF_ESHORE_41,  3693,-236.0,-301.5,     44.54,6,  -0.00011,   0.00011,   0.00011,
123315 PEQUONNOCK    115  123771 SINGER_55PEQ  115  1  ,123315,PEQUONNOCK,123771,SINGER_55PEQ,1 ,115 ,101,CT_UI-SWCT_P,     627.0,     677.0,LN_387,   162,-236.0,-301.5,     44.54,9,  -0.00011,   0.00011,   0.00011,
115711 POTTERSVILLE  115  115714 DIGHTON_U6    115  1  ,115711,POTTERSVILLE,115714,DIGHTON_U6,1 ,115 ,101,MA_NG_FALR_T,     191.0,     206.0,Base Case ,     0,-85.1,    -    ,     44.54,0,  -0.00306,   0.00306,   0.00306,
114418 W SALEM_45    115  114423 BARTHOLMW_45  115  1  ,114418,W SALEM_45,114423,BARTHOLMW_45,1 ,115 ,101,MA_NG_NRSH_T,     359.0,     446.0,LN_397,   171,151.7,198.6,     44.54,10,  -0.00182,   0.00182,  -0.00182,
123315 PEQUONNOCK    115  123771 SINGER_55PEQ  115  1  ,123315,PEQUONNOCK,123771,SINGER_55PEQ,1 ,115 ,101,CT_UI-SWCT_P,     627.0,     677.0,NF_387-2,   396,-236.0,-301.5,     44.53,10,  -0.00011,   0.00011,   0.00011,
100126 BRANCH BROOK  115  100163 MAGUIRE ROAD  115  1  ,100126,BRANCH BROOK,100163,MAGUIRE ROAD,1 ,115 ,101,ME_CMP_P,      70.0,      70.0,BF_QKHL_1972,  4478,-27.2,-31.2,     44.53,8,  -0.00001,   0.00001,   0.00001,
100126 BRANCH BROOK  115  100163 MAGUIRE ROAD  115  1  ,100126,BRANCH BROOK,100163,MAGUIRE ROAD,1 ,115 ,101,ME_CMP_P,      70.0,      70.0,BS_QUAKERHL,  3165,-27.2,-31.2,     44.53,7,  -0.00001,   0.00001,   0.00001,
117327 DRUMROCK      115  117342 W CRANSTN_71  115  1  ,117327,DRUMROCK,117342,W CRANSTN_71,1 ,115 ,101,RI_PROVIDC_T,     359.0,     446.0,BF_H.AV_2-05,  3885,-110.1,-198.6,     44.53,3,   0.00132,  -0.00132,  -0.00132,
104748 SCOBIE POND   115  104752 SCOBIE T90    115  1  ,104748,SCOBIE POND,104752,SCOBIE T90,1 ,115 ,101,NH_SOUTHRN_P,     522.0,     522.0,BF_SCOB_B,   590,-155.4,-232.4,     44.51,2,   0.02154,  -0.02154,  -0.02154,
113292 PRATTS JCT    115  113307 PRATJ BANK1   115  1  ,113292,PRATTS JCT,113307,PRATJ BANK1,1 ,115 ,101,MA_NG_CENT_T,     198.0,     236.0,TF_PRAT_T567,  2103,51.1,105.0,     44.51,7,   0.04401,  -0.04401,   0.04401,
113332 FITCH ROAD   69.0  113346 PRATTS JCT   69.0  1  ,113332,FITCH ROAD,113346,PRATTS JCT,1 ,69 ,101,MA_NG_CENT_T,     140.0,     173.0,BF_WACH_M39,  5359,-42.2,-77.0,     44.50,3,  -0.02415,   0.02415,   0.02415,
113332 FITCH ROAD   69.0  113346 PRATTS JCT   69.0  1  ,113332,FITCH ROAD,113346,PRATTS JCT,1 ,69 ,101,MA_NG_CENT_T,     140.0,     173.0,LN_M-39,  5215,-42.2,-77.0,     44.50,2,  -0.02415,   0.02415,   0.02415,
110871 SPEEN STREET  115  110878 SAXONVILLE    115  1  ,110871,SPEEN STREET,110878,SAXONVILLE,1 ,115 ,101,MA_BOSTON_P,     325.0,     399.0,BF_WMDWY_107,   655,70.4,177.5,     44.50,6,  -0.04527,   0.04527,  -0.04527,
113308 PRATJ BANK2   115  113331 PRATJ BANK2  69.0  5  ,113308,PRATJ BANK2,113331,PRATJ BANK2,5 ,115/69 ,101,MA_NG_CENT_T,      84.0,      91.0,BS_PRAT115_1,  3160,28.0,40.5,     44.49,4,   0.01685,  -0.01685,   0.01685,
113308 PRATJ BANK2   115  113331 PRATJ BANK2  69.0  5  ,113308,PRATJ BANK2,113331,PRATJ BANK2,5 ,115/69 ,101,MA_NG_CENT_T,      84.0,      91.0,BF_PRAT_I135,  4441,28.0,40.5,     44.49,3,   0.01685,  -0.01685,   0.01685,
110905 E.WEYMTH 503  115  110910 UG-OH_503     115  1  ,110905,E.WEYMTH 503,110910,UG-OH_503,1 ,115 ,101,MA_SOUTHRN_P,     239.0,     296.0,BF_GROVE_91,  3880,91.1,131.6,     44.46,3,  -0.00000,   0.00000,  -0.00000,
110905 E.WEYMTH 503  115  110910 UG-OH_503     115  1  ,110905,E.WEYMTH 503,110910,UG-OH_503,1 ,115 ,101,MA_SOUTHRN_P,     239.0,     296.0,BF_HOLBR_3,  3929,91.1,131.6,     44.46,4,  -0.00000,   0.00000,  -0.00000,
110905 E.WEYMTH 503  115  110910 UG-OH_503     115  1  ,110905,E.WEYMTH 503,110910,UG-OH_503,1 ,115 ,101,MA_SOUTHRN_P,     239.0,     296.0,BF_HOLBR_2,  3928,91.1,131.6,     44.46,5,  -0.00000,   0.00000,  -0.00000,
110905 E.WEYMTH 503  115  110910 UG-OH_503     115  1  ,110905,E.WEYMTH 503,110910,UG-OH_503,1 ,115 ,101,MA_SOUTHRN_P,     239.0,     296.0,LN_478-509,  1575,91.1,131.6,     44.46,6,  -0.00000,   0.00000,  -0.00000,
110905 E.WEYMTH 503  115  110910 UG-OH_503     115  1  ,110905,E.WEYMTH 503,110910,UG-OH_503,1 ,115 ,101,MA_SOUTHRN_P,     239.0,     296.0,BF_EDGAR_10,  3655,91.1,131.6,     44.46,7,  -0.00000,   0.00000,  -0.00000,
120074 MANCHESTER    115  119077 MANCHESTER    345  1  ,120074,MANCHESTER,119077,MANCHESTER,1 ,115/345 ,101,CT_MANCHST_P,     425.0,     491.0,NF_MANCH_5X,   402,-174.6,-218.3,     44.46,6,  -0.00157,   0.00157,   0.00157,
100163 MAGUIRE ROAD  115  100098 MAGUIRE ROAD  345  1  ,100163,MAGUIRE ROAD,100098,MAGUIRE ROAD,1 ,115/345 ,101,ME_CMP_P,     524.0,     542.0,BF_DRFLD_72,   466,-173.3,-240.9,     44.44,2,   0.00067,  -0.00067,  -0.00067,
117327 DRUMROCK      115  117463 NEW LONDN AV  115  1  ,117327,DRUMROCK,117463,NEW LONDN AV,1 ,115 ,101,RI_PROVIDC_T,     359.0,     446.0,BF_H.AV_1-06,  3884,-108.3,-198.2,     44.44,4,   0.00138,  -0.00138,  -0.00138,
113315 WACHUSETT    69.0  113332 FITCH ROAD   69.0  1  ,113315,WACHUSETT,113332,FITCH ROAD,1 ,69 ,101,MA_NG_CENT_T,     140.0,     173.0,LN_N-40,  5217,50.1,76.9,     44.44,6,   0.02399,  -0.02399,   0.02399,
110871 SPEEN STREET  115  110878 SAXONVILLE    115  1  ,110871,SPEEN STREET,110878,SAXONVILLE,1 ,115 ,101,MA_BOSTON_P,     325.0,     399.0,BF_SUDBRY_24,   849,70.4,177.3,     44.44,7,  -0.04079,   0.04079,  -0.04079,
117327 DRUMROCK      115  117342 W CRANSTN_71  115  1  ,117327,DRUMROCK,117342,W CRANSTN_71,1 ,115 ,101,RI_PROVIDC_T,     359.0,     446.0,BF_DRMRK_289,  3610,-110.1,-198.1,     44.43,4,   0.00119,  -0.00119,  -0.00119,
113299 WACHUSETT     115  113315 WACHUSETT    69.0  1  ,113299,WACHUSETT,113315,WACHUSETT,1 ,115/69 ,101,MA_NG_CENT_T,      66.0,      72.0,BF_WACH_542B,  5357,20.8,32.0,     44.42,4,   0.01043,  -0.01043,   0.01043,
110905 E.WEYMTH 503  115  110910 UG-OH_503     115  1  ,110905,E.WEYMTH 503,110910,UG-OH_503,1 ,115 ,101,MA_SOUTHRN_P,     239.0,     296.0,NF_478-508-1,  2753,91.1,131.5,     44.42,8,  -0.00000,   0.00000,  -0.00000,
107400 SANDBAR       115  107450 ESSEX         115  1  ,107400,SANDBAR,107450,ESSEX,1 ,115 ,101,VT_VELCO_P,     210.0,     245.0,BF_GEO_K1942,  3821,72.5,108.8,     44.42,6,   0.00161,  -0.00161,   0.00161,
104374 BEEBE RIVER   115  104378 HUCKINS HILL  115  1  ,104374,BEEBE RIVER,104378,HUCKINS HILL,1 ,115 ,101,NH_CENTRAL_P,     125.0,     135.0,BF_WFLD_1780,  4897,-19.0,-59.9,     44.40,1,   0.00161,  -0.00161,  -0.00161,
113332 FITCH ROAD   69.0  114785 WOODSIDE     69.0  1  ,113332,FITCH ROAD,114785,WOODSIDE,1 ,69 ,101,MA_NG_CENT_T/MA_NG_SEMA_T,     140.0,     173.0,LN_E157E,  1720,61.3,76.8,     44.39,7,   0.01852,  -0.01852,   0.01852,
113332 FITCH ROAD   69.0  114785 WOODSIDE     69.0  1  ,113332,FITCH ROAD,114785,WOODSIDE,1 ,69 ,101,MA_NG_CENT_T/MA_NG_SEMA_T,     140.0,     173.0,BF_NBORO_760,  4278,61.3,76.8,     44.39,8,   0.01852,  -0.01852,   0.01852,
119664 WHIPPLE_J     115  119718 MONTVILLE     115  1  ,119664,WHIPPLE_J,119718,MONTVILLE,1 ,115 ,101,CT_EASTERN_P,     293.0,     340.0,DC_1410_400_NPCC_NERC,  5062,-97.6,-150.9,     44.37,4,   0.00460,  -0.00460,  -0.00460,
113311 PRATJ BANK1  69.0  113346 PRATTS JCT   69.0  1  ,113311,PRATJ BANK1,113346,PRATTS JCT,1 ,69 ,101,MA_NG_CENT_T,     180.0,     215.0,BF_PRAT_L138,  4444,36.7,95.4,     44.37,3,   0.03733,  -0.03733,   0.03733,
100163 MAGUIRE ROAD  115  100098 MAGUIRE ROAD  345  1  ,100163,MAGUIRE ROAD,100098,MAGUIRE ROAD,1 ,115/345 ,101,ME_CMP_P,     524.0,     542.0,LN_3022,    47,-173.3,-240.5,     44.37,3,   0.00134,  -0.00134,  -0.00134,
120461 SOUTHINGTN-2  115  119233 SOUTHINGTON   345  1  ,120461,SOUTHINGTN-2,119233,SOUTHINGTON,1 ,115/345 ,101,CT_HARTFRD_P,     424.0,     490.0,BF_SNGTN_25T,  4666,-157.1,-217.4,     44.36,6,  -0.00089,   0.00089,   0.00089,
113311 PRATJ BANK1  69.0  113346 PRATTS JCT   69.0  1  ,113311,PRATJ BANK1,113346,PRATTS JCT,1 ,69 ,101,MA_NG_CENT_T,     180.0,     215.0,BF_PRAT_J136,  4442,36.7,95.4,     44.36,4,   0.04052,  -0.04052,   0.04052,
120380 SALISBURY    69.0  120389 NE_690_NY    69.0  1  ,120380,SALISBURY,120389,NE_690_NY,1 ,69 ,101,CT_NORTHWT_P/BORDER-BUS,      31.0,      31.0,GN_MIL3,    27,1.2,-13.8,     44.36,2,   0.00014,  -0.00014,  -0.00014,
104836 GREGGS        115  104847 RIMMON        115  1  ,104836,GREGGS,104847,RIMMON,1 ,115 ,101,NH_SOUTHRN_P,     216.0,     277.0,LN_D121,  1708,104.6,122.8,     44.34,4,   0.00000,  -0.00000,   0.00000,
104836 GREGGS        115  104847 RIMMON        115  1  ,104836,GREGGS,104847,RIMMON,1 ,115 ,101,NH_SOUTHRN_P,     216.0,     277.0,BF_MERIMC_B1,  4151,104.6,122.8,     44.34,5,  -0.00000,   0.00000,  -0.00000,
104836 GREGGS        115  104847 RIMMON        115  1  ,104836,GREGGS,104847,RIMMON,1 ,115 ,101,NH_SOUTHRN_P,     216.0,     277.0,BS_MERIMAC_1,  3117,104.6,122.8,     44.34,6,  -0.00000,   0.00000,  -0.00000,
100129 LOUDEN        115  100165 SOUTH GORHAM  115  2  ,100129,LOUDEN,100165,SOUTH GORHAM,2 ,115 ,101,ME_CMP_P,     368.0,     368.0,TF_MAGUIRE,   239,-119.3,-163.2,     44.34,6,   0.00057,  -0.00057,  -0.00057,
100129 LOUDEN        115  100165 SOUTH GORHAM  115  2  ,100129,LOUDEN,100165,SOUTH GORHAM,2 ,115 ,101,ME_CMP_P,     368.0,     368.0,BF_MGRD_T1L1,  4159,-119.3,-163.2,     44.34,7,   0.00057,  -0.00057,  -0.00057,
113292 PRATTS JCT    115  113308 PRATJ BANK2   115  1  ,113292,PRATTS JCT,113308,PRATJ BANK2,1 ,115 ,101,MA_NG_CENT_T,     198.0,     236.0,BF_PRAT_801,  4438,83.3,104.6,     44.31,7,   0.05341,  -0.05341,   0.05341,
116324 1715_T        115  116332 ALTRESCO      115  1  ,116324,1715_T,116332,ALTRESCO,1 ,115 ,101,MA_PIT-GRN_P,     170.0,     170.0,Base Case ,     0,-75.3,    -    ,     44.30,0,   0.00000,  -0.00000,  -0.00000,
121337 NORWALK       115  121415 ROWAYTON_T    115  1  ,121337,NORWALK,121415,ROWAYTON_T,1 ,115 ,101,CT_NOR-STN_P,     214.0,     256.0,DC_1130_1430_NPCC_NERC,  5025,78.9,113.4,     44.28,3,  -0.00001,   0.00001,  -0.00001,
100129 LOUDEN        115  100155 SECT 238 TAP  115  1  ,100129,LOUDEN,100155,SECT 238 TAP,1 ,115 ,101,ME_CMP_P,     226.0,     226.0,Base Case ,     0,100.1,    -    ,     44.28,0,  -0.00039,   0.00039,  -0.00039,
113962 PINEHURST     115  113987 TEWKSBURY     115  1  ,113962,PINEHURST,113987,TEWKSBURY,1 ,115 ,101,MA_MRMKVLY_T,     359.0,     442.0,BF_TWKS_9-46,  4778,-127.8,-195.7,     44.27,1,  -0.14040,   0.14040,   0.14040,
117312 JOHNSTON 2    115  117331 JOHNSTON_172  115  1  ,117312,JOHNSTON 2,117331,JOHNSTON_172,1 ,115 ,101,RI_PROVIDC_T,     208.0,     218.0,BF_RISE_CB-2,  4522,-65.5,-96.5,     44.26,6,   0.00005,  -0.00005,  -0.00005,
120632 HADDAM        115  120641 BOKUM         115  1  ,120632,HADDAM,120641,BOKUM,1 ,115 ,101,CT_MIDDTWN_P,     217.0,     278.0,LN_1598,  1326,70.5,123.0,     44.25,2,   0.00022,  -0.00022,   0.00022,
120632 HADDAM        115  120641 BOKUM         115  2  ,120632,HADDAM,120641,BOKUM,2 ,115 ,101,CT_MIDDTWN_P,     217.0,     278.0,LN_1261,  1226,70.5,123.0,     44.25,2,   0.00022,  -0.00022,   0.00022,
110903 ES478-502BE   115  111102 SWIFTS BEACH  115  1  ,110903,ES478-502BE,111102,SWIFTS BEACH,1 ,115 ,101,BORDER-BUS/MA_MUNICPL_P,     165.0,     190.0,GN_EDGAR_CC,   931,-33.9,-84.1,     44.25,3,   0.00000,  -0.00000,  -0.00000,
110868 SHERBORN      115  110869 W FRAMINGHAM  115  1  ,110868,SHERBORN,110869,W FRAMINGHAM,1 ,115 ,101,MA_BOSTON_P,     227.0,     281.0,LN_E157E,  1720,71.6,124.3,     44.24,7,   0.05588,  -0.05588,   0.05588,
113009 DEERFIELD 4   115  113046 DEERFIELD 4  69.0  1  ,113009,DEERFIELD 4,113046,DEERFIELD 4,1 ,115/69 ,101,MA_NG_WEST_T,     130.0,     139.0,BF_PRAT_801,  4438,47.8,61.5,     44.23,6,   0.00455,  -0.00455,   0.00455,
110868 SHERBORN      115  110869 W FRAMINGHAM  115  1  ,110868,SHERBORN,110869,W FRAMINGHAM,1 ,115 ,101,MA_BOSTON_P,     227.0,     281.0,BF_NBORO_760,  4278,71.6,124.3,     44.22,8,   0.05588,  -0.05588,   0.05588,
104825 N-MERRIMACK   115  104836 GREGGS        115  1  ,104825,N-MERRIMACK,104836,GREGGS,1 ,115 ,101,NH_SOUTHRN_P,     293.0,     318.0,LN_G146,  1741,113.4,140.6,     44.21,10,  -0.01253,   0.01253,  -0.01253,
104506 DEERFIELD     115  104095 DEERFIELD     345  2  ,104506,DEERFIELD,104095,DEERFIELD,2 ,115/345 ,101,NH_SOUTHRN_P,     523.0,     598.0,Base Case ,     0,-231.2,    -    ,     44.21,0,   0.00959,  -0.00959,  -0.00959,
115718 TIVERTN 13_T  115  115727 BELLROCK      115  1  ,115718,TIVERTN 13_T,115727,BELLROCK,1 ,115 ,101,MA_NG_FALR_T,     203.0,     250.0,NF_L14-6,  2886,22.3,110.5,     44.20,4,   0.00000,  -0.00000,   0.00000,
113332 FITCH ROAD   69.0  114785 WOODSIDE     69.0  1  ,113332,FITCH ROAD,114785,WOODSIDE,1 ,69 ,101,MA_NG_CENT_T/MA_NG_SEMA_T,     140.0,     173.0,BF_E_MAIN_1,  3621,61.3,76.5,     44.20,9,   0.01841,  -0.01841,   0.01841,
110900 HOLBROOK      115  110909 UG-OH_502     115  1  ,110900,HOLBROOK,110909,UG-OH_502,1 ,115 ,101,MA_SOUTHRN_P,     315.0,     341.0,NF_478-503-1,  2750,-107.1,-150.7,     44.19,4,  -0.00000,   0.00000,   0.00000,
104191 ES_381_VEL    345  107040 VERNON VT     345  1  ,104191,ES_381_VEL,107040,VERNON VT,1 ,345 ,101,BORDER-BUS/VT_VELCO_P,    1276.0,    1491.0,BF_NTHFLD_5T,   560,499.7,658.9,     44.19,7,  -0.10884,   0.10884,  -0.10884,
116300 PLAINFLD1231  115  116312 BERKSHIRE     115  1  ,116300,PLAINFLD1231,116312,BERKSHIRE,1 ,115 ,101,MA_PIT-GRN_P,      88.0,     101.0,NF_312,   381,-22.2,-44.6,     44.19,1,   0.00180,  -0.00180,  -0.00180,
104191 ES_381_VEL    345  107040 VERNON VT     345  1  ,104191,ES_381_VEL,107040,VERNON VT,1 ,345 ,101,BORDER-BUS/VT_VELCO_P,    1276.0,    1491.0,LN_354,   126,499.7,658.8,     44.19,8,  -0.10884,   0.10884,  -0.10884,
117327 DRUMROCK      115  117463 NEW LONDN AV  115  1  ,117327,DRUMROCK,117463,NEW LONDN AV,1 ,115 ,101,RI_PROVIDC_T,     359.0,     446.0,BF_RIDGWD_1T,  4514,-108.3,-197.0,     44.17,5,   0.00127,  -0.00127,  -0.00127,
113332 FITCH ROAD   69.0  114785 WOODSIDE     69.0  1  ,113332,FITCH ROAD,114785,WOODSIDE,1 ,69 ,101,MA_NG_CENT_T/MA_NG_SEMA_T,     140.0,     173.0,DC_O141W_42W_NPCC,  5166,61.3,76.4,     44.16,10,   0.02427,  -0.02427,   0.02427,
104374 BEEBE RIVER   115  104378 HUCKINS HILL  115  1  ,104374,BEEBE RIVER,104378,HUCKINS HILL,1 ,115 ,101,NH_CENTRAL_P,     125.0,     135.0,BF_LITL_6099,  4065,-19.0,-59.6,     44.16,2,   0.00158,  -0.00158,  -0.00158,
104191 ES_381_VEL    345  107040 VERNON VT     345  1  ,104191,ES_381_VEL,107040,VERNON VT,1 ,345 ,101,BORDER-BUS/VT_VELCO_P,    1276.0,    1491.0,BF_LUDLOW_4T,   516,499.7,658.3,     44.15,9,  -0.10929,   0.10929,  -0.10929,
